A,B,,C,D,E,F,G,H
,,,0,4.88616000889855,0,4.88616000889855,0,4.88616000889855
,,,0,4.8873372450533,0,4.8873372450533,0,4.8873372450533
,,,0,4.88851448120805,0,4.88851448120805,0,4.88851448120805
,,,0,4.8896917173628,0,4.8896917173628,0,4.8896917173628
,,,0,4.89086895351754,0,4.89086895351754,0,4.89086895351754
,,,0,4.89204618967229,0,4.89204618967229,0,4.89204618967229
,,,0,4.89322342582704,0,4.89322342582704,0,4.89322342582704
,,,0,4.89440066198179,0,4.89440066198179,0,4.89440066198179
,,,0,4.89557789813654,0,4.89557789813654,0,4.89557789813654
,,,0,4.89675513429129,0,4.89675513429129,0,4.89675513429129
,,,0,4.89793237044603,0,4.89793237044603,0,4.89793237044603
,,,0,4.89910960660078,0,4.89910960660078,0,4.89910960660078
,,,0,4.90028684275553,0,4.90028684275553,0,4.90028684275553
,,,0,4.90146407891028,0,4.90146407891028,0,4.90146407891028
,,,0,4.90264131506503,0,4.90264131506503,0,4.90264131506503
,,,0,4.90381855121977,0,4.90381855121977,0,4.90381855121977
,,,0,4.90499578737452,0,4.90499578737452,0,4.90499578737452
,,,0,4.90617302352927,0,4.90617302352927,0,4.90617302352927
,,,0,4.90735025968402,0,4.90735025968402,0,4.90735025968402
,,,0,4.90852749583877,0,4.90852749583877,0,4.90852749583877
,,,0,4.90970473199352,0,4.90970473199352,0,4.90970473199352
,,,0,4.91088196814826,0,4.91088196814826,0,4.91088196814826
,,,0,4.91205920430301,0,4.91205920430301,0,4.91205920430301
,,,0,4.91323644045776,0,4.91323644045776,0,4.91323644045776
,,,0,4.91441367661251,0,4.91441367661251,0,4.91441367661251
,,,0,4.91559091276726,0,4.91559091276726,0,4.91559091276726
,,,0,4.91676814892201,0,4.91676814892201,0,4.91676814892201
,,,0,4.91794538507675,0,4.91794538507675,0,4.91794538507675
,,,0,4.9191226212315,0,4.9191226212315,0,4.9191226212315
,,,0,4.92029985738625,0,4.92029985738625,0,4.92029985738625
,,,0,4.921477093541,0,4.921477093541,0,4.921477093541
,,,0,4.92265432969575,0,4.92265432969575,0,4.92265432969575
,,,0,4.9238315658505,0,4.9238315658505,0,4.9238315658505
,,,0,4.92500880200525,0,4.92500880200525,0,4.92500880200525
,,,0,4.92618603816,0,4.92618603816,0,4.92618603816
,,,0,4.92736327431474,0,4.92736327431474,0,4.92736327431474
,,,0,4.92854051046949,0,4.92854051046949,0,4.92854051046949
,,,0,4.92971774662424,0,4.92971774662424,0,4.92971774662424
,,,0,4.93089498277899,0,4.93089498277899,0,4.93089498277899
,,,0,4.93207221893374,0,4.93207221893374,0,4.93207221893374
,,,0,4.93324945508848,0,4.93324945508848,0,4.93324945508848
,,,0,4.93442669124323,0,4.93442669124323,0,4.93442669124323
,,,0,4.93560392739798,0,4.93560392739798,0,4.93560392739798
,,,0,4.93678116355273,0,4.93678116355273,0,4.93678116355273
,,,0,4.93795839970748,0,4.93795839970748,0,4.93795839970748
,,,0,4.93913563586223,0,4.93913563586223,0,4.93913563586223
,,,0,4.94031287201697,0,4.94031287201697,0,4.94031287201697
,,,0,4.94149010817172,0,4.94149010817172,0,4.94149010817172
,,,0,4.94266734432647,0,4.94266734432647,0,4.94266734432647
,,,0,4.94384458048122,0,4.94384458048122,0,4.94384458048122
,,,0,4.94502181663597,0,4.94502181663597,0,4.94502181663597
,,,0,4.94619905279072,0,4.94619905279072,0,4.94619905279072
,,,0,4.94737628894546,0,4.94737628894546,0,4.94737628894546
,,,0,4.94855352510021,0,4.94855352510021,0,4.94855352510021
,,,0,4.94973076125496,0,4.94973076125496,0,4.94973076125496
,,,0,4.95090799740971,0,4.95090799740971,0,4.95090799740971
,,,0,4.95208523356446,0,4.95208523356446,0,4.95208523356446
,,,0,4.95326246971921,0,4.95326246971921,0,4.95326246971921
,,,0,4.95443970587395,0,4.95443970587395,0,4.95443970587395
,,,0,4.9556169420287,0,4.9556169420287,0,4.9556169420287
,,,0,4.95679417818345,0,4.95679417818345,0,4.95679417818345
,,,0,4.9579714143382,0,4.9579714143382,0,4.9579714143382
,,,0,4.95914865049295,0,4.95914865049295,0,4.95914865049295
,,,0,4.9603258866477,0,4.9603258866477,0,4.9603258866477
,,,0,4.96150312280245,0,4.96150312280245,0,4.96150312280245
,,,0,4.96268035895719,0,4.96268035895719,0,4.96268035895719
,,,0,4.96385759511194,0,4.96385759511194,0,4.96385759511194
,,,0,4.96503483126669,0,4.96503483126669,0,4.96503483126669
,,,0,4.96621206742144,0,4.96621206742144,0,4.96621206742144
,,,0,4.96738930357619,0,4.96738930357619,0,4.96738930357619
,,,0,4.96856653973094,0,4.96856653973094,0,4.96856653973094
,,,0,4.96974377588568,0,4.96974377588568,0,4.96974377588568
,,,0,4.97092101204043,0,4.97092101204043,0,4.97092101204043
,,,0,4.97209824819518,0,4.97209824819518,0,4.97209824819518
,,,0,4.97327548434993,0,4.97327548434993,0,4.97327548434993
,,,0,4.97445272050468,0,4.97445272050468,0,4.97445272050468
,,,0,4.97562995665943,0,4.97562995665943,0,4.97562995665943
,,,0,4.97680719281417,0,4.97680719281417,0,4.97680719281417
,,,0,4.97798442896892,0,4.97798442896892,0,4.97798442896892
,,,0,4.97916166512367,0,4.97916166512367,0,4.97916166512367
,,,0,4.98033890127842,0,4.98033890127842,0,4.98033890127842
,,,0,4.98151613743317,0,4.98151613743317,0,4.98151613743317
,,,0,4.98269337358792,0,4.98269337358792,0,4.98269337358792
,,,0,4.98387060974266,0,4.98387060974266,0,4.98387060974266
,,,0,4.98504784589741,0,4.98504784589741,0,4.98504784589741
,,,0,4.98622508205216,0,4.98622508205216,0,4.98622508205216
,,,0,4.98740231820691,0,4.98740231820691,0,4.98740231820691
,,,0,4.98857955436166,0,4.98857955436166,0,4.98857955436166
,,,0,4.98975679051641,0,4.98975679051641,0,4.98975679051641
,,,0,4.99093402667115,0,4.99093402667115,0,4.99093402667115
,,,0,4.9921112628259,0,4.9921112628259,0,4.9921112628259
,,,0,4.99328849898065,0,4.99328849898065,0,4.99328849898065
,,,0,4.9944657351354,0,4.9944657351354,0,4.9944657351354
,,,0,4.99564297129015,0,4.99564297129015,0,4.99564297129015
,,,0,4.9968202074449,0,4.9968202074449,0,4.9968202074449
,,,0,4.99799744359965,0,4.99799744359965,0,4.99799744359965
,,,0,4.9991746797544,0,4.9991746797544,0,4.9991746797544
,,,0,5.00035191590914,0,5.00035191590914,0,5.00035191590914
,,,0,5.00152915206389,0,5.00152915206389,0,5.00152915206389
,,,0,5.00270638821864,0,5.00270638821864,0,5.00270638821864
,,,0,5.00388362437339,0,5.00388362437339,0,5.00388362437339
,,,0,5.00506086052814,0,5.00506086052814,0,5.00506086052814
,,,0,5.00623809668289,0,5.00623809668289,0,5.00623809668289
,,,0,5.00741533283763,0,5.00741533283763,0,5.00741533283763
,,,0,5.00859256899238,0,5.00859256899238,0,5.00859256899238
,,,0,5.00976980514713,0,5.00976980514713,0,5.00976980514713
,,,0,5.01094704130188,0,5.01094704130188,0,5.01094704130188
,,,0,5.01212427745663,0,5.01212427745663,0,5.01212427745663
,,,0,5.01330151361137,0,5.01330151361137,0,5.01330151361137
,,,0,5.01447874976612,0,5.01447874976612,0,5.01447874976612
,,,0,5.01565598592087,0,5.01565598592087,0,5.01565598592087
,,,0,5.01683322207562,0,5.01683322207562,0,5.01683322207562
,,,0,5.01801045823037,0,5.01801045823037,0,5.01801045823037
,,,0,5.01918769438511,0,5.01918769438511,0,5.01918769438511
,,,0,5.02036493053986,0,5.02036493053986,0,5.02036493053986
,,,0,5.02154216669461,0,5.02154216669461,0,5.02154216669461
,,,0,5.02271940284936,0,5.02271940284936,0,5.02271940284936
,,,0,5.02389663900411,0,5.02389663900411,0,5.02389663900411
,,,0,5.02507387515886,0,5.02507387515886,0,5.02507387515886
,,,0,5.02625111131361,0,5.02625111131361,0,5.02625111131361
,,,0,5.02742834746835,0,5.02742834746835,0,5.02742834746835
,,,0,5.0286055836231,0,5.0286055836231,0,5.0286055836231
,,,0,5.02978281977785,0,5.02978281977785,0,5.02978281977785
,,,0,5.0309600559326,0,5.0309600559326,0,5.0309600559326
,,,0,5.03213729208735,0,5.03213729208735,0,5.03213729208735
,,,0,5.0333145282421,0,5.0333145282421,0,5.0333145282421
,,,0,5.03449176439685,0,5.03449176439685,0,5.03449176439685
,,,0,5.0356690005516,0,5.0356690005516,0,5.0356690005516
,,,0,5.03684623670634,0,5.03684623670634,0,5.03684623670634
,,,0,5.03802347286109,0,5.03802347286109,0,5.03802347286109
,,,0,5.03920070901584,0,5.03920070901584,0,5.03920070901584
,,,0,5.04037794517059,0,5.04037794517059,0,5.04037794517059
,,,0,5.04155518132534,0,5.04155518132534,0,5.04155518132534
,,,0,5.04273241748008,0,5.04273241748008,0,5.04273241748008
,,,0,5.04390965363483,0,5.04390965363483,0,5.04390965363483
,,,0,5.04508688978958,0,5.04508688978958,0,5.04508688978958
,,,0,5.04626412594433,0,5.04626412594433,0,5.04626412594433
,,,0,5.04744136209908,0,5.04744136209908,0,5.04744136209908
,,,0,5.04861859825383,0,5.04861859825383,0,5.04861859825383
,,,0,5.04979583440857,0,5.04979583440857,0,5.04979583440857
,,,0,5.05097307056332,0,5.05097307056332,0,5.05097307056332
,,,0,5.05215030671807,0,5.05215030671807,0,5.05215030671807
,,,0,5.05332754287282,0,5.05332754287282,0,5.05332754287282
,,,0,5.05450477902757,0,5.05450477902757,0,5.05450477902757
,,,0,5.05568201518232,0,5.05568201518232,0,5.05568201518232
,,,0,5.05685925133706,0,5.05685925133706,0,5.05685925133706
,,,0,5.05803648749181,0,5.05803648749181,0,5.05803648749181
,,,0,5.05921372364656,0,5.05921372364656,0,5.05921372364656
,,,0,5.06039095980131,0,5.06039095980131,0,5.06039095980131
,,,0,5.06156819595606,0,5.06156819595606,0,5.06156819595606
,,,0,5.06274543211081,0,5.06274543211081,0,5.06274543211081
,,,0,5.06392266826555,0,5.06392266826555,0,5.06392266826555
,,,0,5.0650999044203,0,5.0650999044203,0,5.0650999044203
,,,0,5.06627714057505,0,5.06627714057505,0,5.06627714057505
,,,0,5.0674543767298,0,5.0674543767298,0,5.0674543767298
,,,0,5.06863161288455,0,5.06863161288455,0,5.06863161288455
,,,0,5.0698088490393,0,5.0698088490393,0,5.0698088490393
,,,0,5.07098608519405,0,5.07098608519405,0,5.07098608519405
,,,0,5.07216332134879,0,5.07216332134879,0,5.07216332134879
,,,0,5.07334055750354,0,5.07334055750354,0,5.07334055750354
,,,0,5.07451779365829,0,5.07451779365829,0,5.07451779365829
,,,0,5.07569502981304,0,5.07569502981304,0,5.07569502981304
,,,0,5.07687226596779,0,5.07687226596779,0,5.07687226596779
,,,0,5.07804950212254,0,5.07804950212254,0,5.07804950212254
,,,0,5.07922673827728,0,5.07922673827728,0,5.07922673827728
,,,0,5.08040397443203,0,5.08040397443203,0,5.08040397443203
,,,0,5.08158121058678,0,5.08158121058678,0,5.08158121058678
,,,0,5.08275844674153,0,5.08275844674153,0,5.08275844674153
,,,0,5.08393568289628,0,5.08393568289628,0,5.08393568289628
,,,0,5.08511291905103,0,5.08511291905103,0,5.08511291905103
,,,0,5.08629015520577,0,5.08629015520577,0,5.08629015520577
,,,0,5.08746739136052,0,5.08746739136052,0,5.08746739136052
,,,0,5.08864462751527,0,5.08864462751527,0,5.08864462751527
,,,0,5.08982186367002,0,5.08982186367002,0,5.08982186367002
,,,0,5.09099909982477,0,5.09099909982477,0,5.09099909982477
,,,0,5.09217633597952,0,5.09217633597952,0,5.09217633597952
,,,0,5.09335357213426,0,5.09335357213426,0,5.09335357213426
,,,0,5.09453080828901,0,5.09453080828901,0,5.09453080828901
,,,0,5.09570804444376,0,5.09570804444376,0,5.09570804444376
,,,0,5.09688528059851,0,5.09688528059851,0,5.09688528059851
,,,0,5.09806251675326,0,5.09806251675326,0,5.09806251675326
,,,0,5.09923975290801,0,5.09923975290801,0,5.09923975290801
,,,0,5.10041698906275,0,5.10041698906275,0,5.10041698906275
,,,0,5.1015942252175,0,5.1015942252175,0,5.1015942252175
,,,0,5.10277146137225,0,5.10277146137225,0,5.10277146137225
,,,0,5.103948697527,0,5.103948697527,0,5.103948697527
,,,0,5.10512593368175,0,5.10512593368175,0,5.10512593368175
,,,0,5.1063031698365,0,5.1063031698365,0,5.1063031698365
,,,0,5.10748040599125,0,5.10748040599125,0,5.10748040599125
,,,0,5.10865764214599,0,5.10865764214599,0,5.10865764214599
,,,0,5.10983487830074,0,5.10983487830074,0,5.10983487830074
,,,0,5.11101211445549,0,5.11101211445549,0,5.11101211445549
,,,0,5.11218935061024,0,5.11218935061024,0,5.11218935061024
,,,0,5.11336658676499,0,5.11336658676499,0,5.11336658676499
,,,0,5.11454382291974,0,5.11454382291974,0,5.11454382291974
,,,0,5.11572105907448,0,5.11572105907448,0,5.11572105907448
,,,0,5.11689829522923,0,5.11689829522923,0,5.11689829522923
,,,0,5.11807553138398,0,5.11807553138398,0,5.11807553138398
,,,0,5.11925276753873,0,5.11925276753873,0,5.11925276753873
,,,0,5.12043000369348,0,5.12043000369348,0,5.12043000369348
,,,0,5.12160723984823,0,5.12160723984823,0,5.12160723984823
,,,0,5.12278447600297,0,5.12278447600297,0,5.12278447600297
,,,0,5.12396171215772,0,5.12396171215772,0,5.12396171215772
,,,0,5.12513894831247,0,5.12513894831247,0,5.12513894831247
,,,0,5.12631618446722,0,5.12631618446722,0,5.12631618446722
,,,0,5.12749342062197,0,5.12749342062197,0,5.12749342062197
,,,0,5.12867065677671,0,5.12867065677671,0,5.12867065677671
,,,0,5.12984789293146,0,5.12984789293146,0,5.12984789293146
,,,0,5.13102512908621,0,5.13102512908621,0,5.13102512908621
,,,0,5.13220236524096,0,5.13220236524096,0,5.13220236524096
,,,0,5.13337960139571,0,5.13337960139571,0,5.13337960139571
,,,0,5.13455683755046,0,5.13455683755046,0,5.13455683755046
,,,0,5.13573407370521,0,5.13573407370521,0,5.13573407370521
,,,0,5.13691130985995,0,5.13691130985995,0,5.13691130985995
,,,0,5.1380885460147,0,5.1380885460147,0,5.1380885460147
,,,0,5.13926578216945,0,5.13926578216945,0,5.13926578216945
,,,0,5.1404430183242,0,5.1404430183242,0,5.1404430183242
,,,0,5.14162025447895,0,5.14162025447895,0,5.14162025447895
,,,0,5.1427974906337,0,5.1427974906337,0,5.1427974906337
,,,0,5.14397472678845,0,5.14397472678845,0,5.14397472678845
,,,0,5.1451519629432,0,5.1451519629432,0,5.1451519629432
,,,0,5.14632919909794,0,5.14632919909794,0,5.14632919909794
,,,0,5.14750643525269,0,5.14750643525269,0,5.14750643525269
,,,0,5.14868367140744,0,5.14868367140744,0,5.14868367140744
,,,0,5.14986090756219,0,5.14986090756219,0,5.14986090756219
,,,0,5.15103814371694,0,5.15103814371694,0,5.15103814371694
,,,0,5.15221537987168,0,5.15221537987168,0,5.15221537987168
,,,0,5.15339261602643,0,5.15339261602643,0,5.15339261602643
,,,0,5.15456985218118,0,5.15456985218118,0,5.15456985218118
,,,0,5.15574708833593,0,5.15574708833593,0,5.15574708833593
,,,0,5.15692432449068,0,5.15692432449068,0,5.15692432449068
,,,0,5.15810156064543,0,5.15810156064543,0,5.15810156064543
,,,0,5.15927879680017,0,5.15927879680017,0,5.15927879680017
,,,0,5.16045603295492,0,5.16045603295492,0,5.16045603295492
,,,0,5.16163326910967,0,5.16163326910967,0,5.16163326910967
,,,0,5.16281050526442,0,5.16281050526442,0,5.16281050526442
,,,0,5.16398774141917,0,5.16398774141917,0,5.16398774141917
,,,0,5.16516497757392,0,5.16516497757392,0,5.16516497757392
,,,0,5.16634221372866,0,5.16634221372866,0,5.16634221372866
,,,0,5.16751944988341,0,5.16751944988341,0,5.16751944988341
,,,0,5.16869668603816,0,5.16869668603816,0,5.16869668603816
,,,0,5.16987392219291,0,5.16987392219291,0,5.16987392219291
,,,0,5.17105115834766,0,5.17105115834766,0,5.17105115834766
,,,0,5.17222839450241,0,5.17222839450241,0,5.17222839450241
,,,0,5.17340563065715,0,5.17340563065715,0,5.17340563065715
,,,0,5.1745828668119,0,5.1745828668119,0,5.1745828668119
,,,0,5.17576010296665,0,5.17576010296665,0,5.17576010296665
,,,0,5.1769373391214,0,5.1769373391214,0,5.1769373391214
,,,0,5.17811457527615,0,5.17811457527615,0,5.17811457527615
,,,0,5.1792918114309,0,5.1792918114309,0,5.1792918114309
,,,0,5.18046904758565,0,5.18046904758565,0,5.18046904758565
,,,0,5.1816462837404,0,5.1816462837404,0,5.1816462837404
,,,0,5.18282351989514,0,5.18282351989514,0,5.18282351989514
,,,0,5.18400075604989,0,5.18400075604989,0,5.18400075604989
,,,0,5.18517799220464,0,5.18517799220464,0,5.18517799220464
,,,0,5.18635522835939,0,5.18635522835939,0,5.18635522835939
,,,0,5.18753246451414,0,5.18753246451414,0,5.18753246451414
,,,0,5.18870970066888,0,5.18870970066888,0,5.18870970066888
,,,0,5.18988693682363,0,5.18988693682363,0,5.18988693682363
,,,0,5.19106417297838,0,5.19106417297838,0,5.19106417297838
,,,0,5.19224140913313,0,5.19224140913313,0,5.19224140913313
,,,0,5.19341864528788,0,5.19341864528788,0,5.19341864528788
,,,0,5.19459588144263,0,5.19459588144263,0,5.19459588144263
,,,0,5.19577311759737,0,5.19577311759737,0,5.19577311759737
,,,0,5.19695035375212,0,5.19695035375212,0,5.19695035375212
,,,0,5.19812758990687,0,5.19812758990687,0,5.19812758990687
,,,0,5.19930482606162,0,5.19930482606162,0,5.19930482606162
,,,0,5.20048206221637,0,5.20048206221637,0,5.20048206221637
,,,0,5.20165929837112,0,5.20165929837112,0,5.20165929837112
,,,0,5.20283653452586,0,5.20283653452586,0,5.20283653452586
,,,0,5.20401377068061,0,5.20401377068061,0,5.20401377068061
,,,0,5.20519100683536,0,5.20519100683536,0,5.20519100683536
,,,0,5.20636824299011,0,5.20636824299011,0,5.20636824299011
,,,0,5.20754547914486,0,5.20754547914486,0,5.20754547914486
,,,0,5.20872271529961,0,5.20872271529961,0,5.20872271529961
,,,0,5.20989995145435,0,5.20989995145435,0,5.20989995145435
,,,0,5.2110771876091,0,5.2110771876091,0,5.2110771876091
,,,0,5.21225442376385,0,5.21225442376385,0,5.21225442376385
,,,0,5.2134316599186,0,5.2134316599186,0,5.2134316599186
,,,0,5.21460889607335,0,5.21460889607335,0,5.21460889607335
,,,0,5.2157861322281,0,5.2157861322281,0,5.2157861322281
,,,0,5.21696336838285,0,5.21696336838285,0,5.21696336838285
,,,0,5.21814060453759,0,5.21814060453759,0,5.21814060453759
,,,0,5.21931784069234,0,5.21931784069234,0,5.21931784069234
,,,0,5.22049507684709,0,5.22049507684709,0,5.22049507684709
,,,0,5.22167231300184,0,5.22167231300184,0,5.22167231300184
,,,0,5.22284954915659,0,5.22284954915659,0,5.22284954915659
,,,0,5.22402678531134,0,5.22402678531134,0,5.22402678531134
,,,0,5.22520402146608,0,5.22520402146608,0,5.22520402146608
,,,0,5.22638125762083,0,5.22638125762083,0,5.22638125762083
,,,0,5.22755849377558,0,5.22755849377558,0,5.22755849377558
,,,0,5.22873572993033,0,5.22873572993033,0,5.22873572993033
,,,0,5.22991296608508,0,5.22991296608508,0,5.22991296608508
,,,0,5.23109020223983,0,5.23109020223983,0,5.23109020223983
,,,0,5.23226743839457,0,5.23226743839457,0,5.23226743839457
,,,0,5.23344467454932,0,5.23344467454932,0,5.23344467454932
,,,0,5.23462191070407,0,5.23462191070407,0,5.23462191070407
,,,0,5.23579914685882,0,5.23579914685882,0,5.23579914685882
,,,0,5.23697638301357,0,5.23697638301357,0,5.23697638301357
,,,0,5.23815361916832,0,5.23815361916832,0,5.23815361916832
,,,0,5.23933085532306,0,5.23933085532306,0,5.23933085532306
,,,0,5.24050809147781,0,5.24050809147781,0,5.24050809147781
,,,0,5.24168532763256,0,5.24168532763256,0,5.24168532763256
,,,0,5.24286256378731,0,5.24286256378731,0,5.24286256378731
,,,0,5.24403979994206,0,5.24403979994206,0,5.24403979994206
,,,0,5.24521703609681,0,5.24521703609681,0,5.24521703609681
,,,0,5.24639427225155,0,5.24639427225155,0,5.24639427225155
,,,0,5.2475715084063,0,5.2475715084063,0,5.2475715084063
,,,0,5.24874874456105,0,5.24874874456105,0,5.24874874456105
,,,0,5.2499259807158,0,5.2499259807158,0,5.2499259807158
,,,0,5.25110321687055,0,5.25110321687055,0,5.25110321687055
,,,0,5.2522804530253,0,5.2522804530253,0,5.2522804530253
,,,0,5.25345768918005,0,5.25345768918005,0,5.25345768918005
,,,0,5.2546349253348,0,5.2546349253348,0,5.2546349253348
,,,0,5.25581216148954,0,5.25581216148954,0,5.25581216148954
,,,0,5.25698939764429,0,5.25698939764429,0,5.25698939764429
,,,0,5.25816663379904,0,5.25816663379904,0,5.25816663379904
,,,0,5.25934386995379,0,5.25934386995379,0,5.25934386995379
,,,0,5.26052110610854,0,5.26052110610854,0,5.26052110610854
,,,0,5.26169834226328,0,5.26169834226328,0,5.26169834226328
,,,0,5.26287557841803,0,5.26287557841803,0,5.26287557841803
,,,0,5.26405281457278,0,5.26405281457278,0,5.26405281457278
,,,0,5.26523005072753,0,5.26523005072753,0,5.26523005072753
,,,0,5.26640728688228,0,5.26640728688228,0,5.26640728688228
,,,0,5.26758452303702,0,5.26758452303702,0,5.26758452303702
,,,0,5.26876175919177,0,5.26876175919177,0,5.26876175919177
,,,0,5.26993899534652,0,5.26993899534652,0,5.26993899534652
,,,0,5.27111623150127,0,5.27111623150127,0,5.27111623150127
,,,0,5.27229346765602,0,5.27229346765602,0,5.27229346765602
,,,0,5.27347070381077,0,5.27347070381077,0,5.27347070381077
,,,0,5.27464793996551,0,5.27464793996551,0,5.27464793996551
,,,0,5.27582517612026,0,5.27582517612026,0,5.27582517612026
,,,0,5.27700241227501,0,5.27700241227501,0,5.27700241227501
,,,0,5.27817964842976,0,5.27817964842976,0,5.27817964842976
,,,0,5.27935688458451,0,5.27935688458451,0,5.27935688458451
,,,0,5.28053412073926,0,5.28053412073926,0,5.28053412073926
,,,0,5.28171135689401,0,5.28171135689401,0,5.28171135689401
,,,0,5.28288859304875,0,5.28288859304875,0,5.28288859304875
,,,0,5.2840658292035,0,5.2840658292035,0,5.2840658292035
,,,0,5.28524306535825,0,5.28524306535825,0,5.28524306535825
,,,0,5.286420301513,0,5.286420301513,0,5.286420301513
,,,0,5.28759753766775,0,5.28759753766775,0,5.28759753766775
,,,0,5.2887747738225,0,5.2887747738225,0,5.2887747738225
,,,0,5.28995200997725,0,5.28995200997725,0,5.28995200997725
,,,0,5.291129246132,0,5.291129246132,0,5.291129246132
,,,0,5.29230648228674,0,5.29230648228674,0,5.29230648228674
,,,0,5.29348371844149,0,5.29348371844149,0,5.29348371844149
,,,0,5.29466095459624,0,5.29466095459624,0,5.29466095459624
,,,0,5.29583819075099,0,5.29583819075099,0,5.29583819075099
,,,0,5.29701542690574,0,5.29701542690574,0,5.29701542690574
,,,0,5.29819266306048,0,5.29819266306048,0,5.29819266306048
,,,0,5.29936989921523,0,5.29936989921523,0,5.29936989921523
,,,0,5.30054713536998,0,5.30054713536998,0,5.30054713536998
,,,0,5.30172437152473,0,5.30172437152473,0,5.30172437152473
,,,0,5.30290160767948,0,5.30290160767948,0,5.30290160767948
,,,0,5.30407884383423,0,5.30407884383423,0,5.30407884383423
,,,0,5.30525607998897,0,5.30525607998897,0,5.30525607998897
,,,0,5.30643331614372,0,5.30643331614372,0,5.30643331614372
,,,0,5.30761055229847,0,5.30761055229847,0,5.30761055229847
,,,0,5.30878778845322,0,5.30878778845322,0,5.30878778845322
,,,0,5.30996502460797,0,5.30996502460797,0,5.30996502460797
,,,0,5.31114226076272,0,5.31114226076272,0,5.31114226076272
,,,0,5.31231949691746,0,5.31231949691746,0,5.31231949691746
,,,0,5.31349673307221,0,5.31349673307221,0,5.31349673307221
,,,0,5.31467396922696,0,5.31467396922696,0,5.31467396922696
,,,0,5.31585120538171,0,5.31585120538171,0,5.31585120538171
,,,0,5.31702844153646,0,5.31702844153646,0,5.31702844153646
,,,0,5.31820567769121,0,5.31820567769121,0,5.31820567769121
,,,0,5.31938291384595,0,5.31938291384595,0,5.31938291384595
,,,0,5.3205601500007,0,5.3205601500007,0,5.3205601500007
,,,0,5.32173738615545,0,5.32173738615545,0,5.32173738615545
,,,0,5.3229146223102,0,5.3229146223102,0,5.3229146223102
,,,0,5.32409185846495,0,5.32409185846495,0,5.32409185846495
,,,0,5.3252690946197,0,5.3252690946197,0,5.3252690946197
,,,0,5.32644633077445,0,5.32644633077445,0,5.32644633077445
,,,0,5.32762356692919,0,5.32762356692919,0,5.32762356692919
,,,0,5.32880080308394,0,5.32880080308394,0,5.32880080308394
,,,0,5.32997803923869,0,5.32997803923869,0,5.32997803923869
,,,0,5.33115527539344,0,5.33115527539344,0,5.33115527539344
,,,0,5.33233251154819,0,5.33233251154819,0,5.33233251154819
,,,0,5.33350974770294,0,5.33350974770294,0,5.33350974770294
,,,0,5.33468698385768,0,5.33468698385768,0,5.33468698385768
,,,0,5.33586422001243,0,5.33586422001243,0,5.33586422001243
,,,0,5.33704145616718,0,5.33704145616718,0,5.33704145616718
,,,0,5.33821869232193,0,5.33821869232193,0,5.33821869232193
,,,0,5.33939592847668,0,5.33939592847668,0,5.33939592847668
,,,0,5.34057316463143,0,5.34057316463143,0,5.34057316463143
,,,0,5.34175040078617,0,5.34175040078617,0,5.34175040078617
,,,0,5.34292763694092,0,5.34292763694092,0,5.34292763694092
,,,0,5.34410487309567,0,5.34410487309567,0,5.34410487309567
,,,0,5.34528210925042,0,5.34528210925042,0,5.34528210925042
,,,0,5.34645934540517,0,5.34645934540517,0,5.34645934540517
,,,0,5.34763658155992,0,5.34763658155992,0,5.34763658155992
,,,0,5.34881381771466,0,5.34881381771466,0,5.34881381771466
,,,0,5.34999105386941,0,5.34999105386941,0,5.34999105386941
,,,0,5.35116829002416,0,5.35116829002416,0,5.35116829002416
,,,0,5.35234552617891,0,5.35234552617891,0,5.35234552617891
,,,0,5.35352276233366,0,5.35352276233366,0,5.35352276233366
,,,0,5.35469999848841,0,5.35469999848841,0,5.35469999848841
,,,0,5.35587723464315,0,5.35587723464315,0,5.35587723464315
,,,0,5.3570544707979,0,5.3570544707979,0,5.3570544707979
,,,0,5.35823170695265,0,5.35823170695265,0,5.35823170695265
,,,0,5.3594089431074,0,5.3594089431074,0,5.3594089431074
,,,0,5.36058617926215,0,5.36058617926215,0,5.36058617926215
,,,0,5.3617634154169,0,5.3617634154169,0,5.3617634154169
,,,0,5.36294065157165,0,5.36294065157165,0,5.36294065157165
,,,0,5.36411788772639,0,5.36411788772639,0,5.36411788772639
,,,0,5.36529512388114,0,5.36529512388114,0,5.36529512388114
,,,0,5.36647236003589,0,5.36647236003589,0,5.36647236003589
,,,0,5.36764959619064,0,5.36764959619064,0,5.36764959619064
,,,0,5.36882683234539,0,5.36882683234539,0,5.36882683234539
,,,0,5.37000406850014,0,5.37000406850014,0,5.37000406850014
,,,0,5.37118130465488,0,5.37118130465488,0,5.37118130465488
,,,0,5.37235854080963,0,5.37235854080963,0,5.37235854080963
,,,0,5.37353577696438,0,5.37353577696438,0,5.37353577696438
,,,0,5.37471301311913,0,5.37471301311913,0,5.37471301311913
,,,0,5.37589024927388,0,5.37589024927388,0,5.37589024927388
,,,0,5.37706748542863,0,5.37706748542863,0,5.37706748542863
,,,0,5.37824472158337,0,5.37824472158337,0,5.37824472158337
,,,0,5.37942195773812,0,5.37942195773812,0,5.37942195773812
,,,0,5.38059919389287,0,5.38059919389287,0,5.38059919389287
,,,0,5.38177643004762,0,5.38177643004762,0,5.38177643004762
,,,0,5.38295366620237,0,5.38295366620237,0,5.38295366620237
,,,0,5.38413090235711,0,5.38413090235711,0,5.38413090235711
